 x y d S f a list1 list2 O C
45 -92.18059838098334 -18.298720594732675 0 47 1 1 1 0 0 9000
46 -49.84912618487625 -140.76252043279644 0 19 1 1 1 0 0 9000
47 -20.7111111267388 4.160378127613685 0 9 1 1 1 0 0 9000
48 -79.18806928198948 -49.42761991732087 0 57 1 1 1 0 0 9000
49 56.230803925189605 -112.00391182141315 0 32 1 1 1 0 0 9000
50 61.99086487767496 -3.516622827828953 0 27 1 1 1 0 0 9000
51 -67.12651401287526 120.83186562201045 0 57 1 1 1 0 0 9000
52 -20.123765608083815 -58.60681845573125 0 88 1 1 1 0 0 9000
53 -103.07521928324083 60.59495904421343 0 48 1 1 1 0 0 9000
54 -75.91918533926513 -16.427797410397492 0 28 1 1 1 0 0 9000
55 -99.06765573214662 85.17142205866573 0 11 1 1 1 0 0 9000
56 46.447286143559616 -125.18181825447023 0 70 1 1 1 0 0 9000
57 71.39872704965522 77.54616293186388 0 16 1 1 1 0 0 9000
58 -110.70341091271928 -51.32714269333298 0 31 1 1 1 0 0 9000
59 13.294026507583451 139.02491312511614 0 86 1 1 1 0 0 9000
60 32.47969752381654 -113.699653539084 0 79 1 1 1 0 0 9000
61 111.75815414700632 -57.02932635117451 0 70 1 1 1 0 0 9000
62 78.44761224097613 -20.603755110887185 0 58 1 1 1 0 0 9000
63 -43.32133446513418 144.06435622955607 0 74 1 1 1 0 0 9000
64 33.20830126822856 -138.1241129236529 0 14 1 1 1 0 0 9000
65 92.88235019122259 -15.239233090361216 0 12 1 1 1 0 0 9000
66 -145.1087438298029 -36.06074088804013 0 44 1 1 1 0 0 9000
67 1.8199631979496231 4.174034360539724 0 97 1 1 1 0 0 9000
68 -86.63171593477524 11.148343098288915 0 58 1 1 1 0 0 9000
69 -81.25853709972507 -105.03526968615772 0 75 1 1 1 0 0 9000
70 103.52300542120476 -40.702475713257094 0 7 1 1 1 0 0 9000
71 -77.00355014768793 62.73009581765857 0 44 1 1 1 0 0 9000
72 128.74826331583415 -74.80748619155368 0 45 1 1 1 0 0 9000
73 -85.63934540752904 -122.79790198275076 0 84 1 1 1 0 0 9000
74 -6.104842770129654 -123.11715250341047 0 7 1 1 1 0 0 9000
75 -118.87530145416481 90.7068973585956 0 28 1 1 1 0 0 9000
76 31.593286900196464 -125.24819747598424 0 72 1 1 1 0 0 9000
77 127.0432875720079 -64.92608628278158 0 76 1 1 1 0 0 9000
78 -2.778130318532862 150.42037354312674 0 26 1 1 1 0 0 9000
79 113.65778656027501 -12.14189107952167 0 66 1 1 1 0 0 9000
80 -8.777906838130042 19.211512900675135 0 99 1 1 1 0 0 9000
81 8.799090290224955 -19.20617625079613 0 47 1 1 1 0 0 9000
82 -39.65871072920367 138.38088575322516 0 44 1 1 1 0 0 9000
83 -122.65452620886582 -67.93290535474006 0 87 1 1 1 0 0 9000
84 4.7399381253505695 -1.2727409296229777 0 53 1 1 1 0 0 9000
85 48.30901598242812 -81.65579110541849 0 50 1 1 1 0 0 9000
86 51.06569362893707 112.19056945651766 0 61 1 1 1 0 0 9000
87 -2.9916617461366197 6.925059445736685 0 7 1 1 1 0 0 9000
88 21.99313765646921 -80.57116980486121 0 85 1 1 1 0 0 9000
89 -4.860089570473092 5.651179972605238 0 15 1 1 1 0 0 9000
90 131.35755983383612 68.63929884387056 0 95 1 1 1 0 0 9000
91 85.30493046598859 123.92991781955726 0 77 1 1 1 0 0 9000
92 -11.94336370994079 -100.0298990552592 0 93 1 1 1 0 0 9000
93 113.95256086819919 -97.22193793704191 0 30 1 1 1 0 0 9000
94 128.9074460810145 -27.281051145489442 0 51 1 1 1 0 0 9000
95 5.495276444083654 5.065192153674007 0 19 1 1 1 0 0 9000
96 -46.44675656354766 57.647551457159146 0 72 1 1 1 0 0 9000
97 -18.351856082399507 100.49276289205397 0 12 1 1 1 0 0 9000
98 23.775225579265655 -139.92154405561442 0 69 1 1 1 0 0 9000
99 -66.34304760425228 -44.19727072041622 0 75 1 1 1 0 0 9000
100 1.2512842449927244 -3.1403525459441197 0 30 1 1 1 0 0 9000
101 -127.40900344719616 47.946750818150264 0 19 1 1 1 0 0 9000
102 110.6907768148512 66.1999438516129 0 61 1 1 1 0 0 9000
103 -78.94764771889739 127.67029502474266 0 11 1 1 1 0 0 9000
104 -114.97115607234576 45.10657781347197 0 8 1 1 1 0 0 9000
105 47.58197440055729 142.3200499074428 0 90 1 1 1 0 0 9000
106 69.25593683165845 123.46232194704612 0 35 1 1 1 0 0 9000
107 118.6810920528898 -92.12988889619923 0 2 1 1 1 0 0 9000
108 -43.31349446589447 -131.82501406203235 0 24 1 1 1 0 0 9000
109 -124.76299161198567 -44.33671304551143 0 64 1 1 1 0 0 9000
110 78.9763877573093 -67.18384774275337 0 69 1 1 1 0 0 9000
111 -148.7667937201148 20.57362517526168 0 25 1 1 1 0 0 9000
112 63.956545714366456 112.66065288793168 0 80 1 1 1 0 0 9000
113 84.1760742069157 76.17405823900246 0 4 1 1 1 0 0 9000
114 -42.8956822460133 -121.58451421907563 0 34 1 1 1 0 0 9000
115 113.77317565912468 -86.52912817290023 0 34 1 1 1 0 0 9000
116 95.61646883609944 -91.76631555534142 0 54 1 1 1 0 0 9000
117 20.290942395728564 147.72088095903362 0 10 1 1 1 0 0 9000
118 -13.339099734810288 126.47056970030388 0 16 1 1 1 0 0 9000
119 7.464022994761415 -74.48447562595572 0 49 1 1 1 0 0 9000
120 -80.22746623927428 -125.2467393387387 0 21 1 1 1 0 0 9000
121 -7.42235687350495 145.65531989985067 0 10 1 1 1 0 0 9000
122 -70.41121790320517 -122.67887057711022 0 3 1 1 1 0 0 9000
123 -87.56979590345063 -72.21369993103579 0 60 1 1 1 0 0 9000
124 74.50288532165838 -36.960465704877976 0 40 1 1 1 0 0 9000
125 -125.45583263878768 24.416653403891125 0 1 1 1 1 0 0 9000
126 150.26348894923436 -0.2639553308459414 0 58 1 1 1 0 0 9000
127 72.42411241987804 131.06776816757554 0 25 1 1 1 0 0 9000
128 122.13736044474808 8.269299111636528 0 31 1 1 1 0 0 9000
129 62.89280421710391 -17.034424699083228 0 41 1 1 1 0 0 9000
130 16.912609516474173 128.23349798376302 0 62 1 1 1 0 0 9000
131 -35.6001154722524 -145.90852659223776 0 49 1 1 1 0 0 9000
132 -149.9844254938971 -8.76185676106423 0 67 1 1 1 0 0 9000
133 -132.2135758337005 -21.364797758431823 0 1 1 1 1 0 0 9000
134 -130.98055914606604 -73.17982870971498 0 13 1 1 1 0 0 9000
135 -136.60629976072332 29.481866346524228 0 1 1 1 1 0 0 9000
136 -102.13601937577677 -110.08502834725532 0 83 1 1 1 0 0 9000
137 146.5274465335286 32.55413365445751 0 62 1 1 1 0 0 9000
138 115.22180619809083 79.68203489257205 0 64 1 1 1 0 0 9000
139 -140.9321086564442 -47.4257765824201 0 95 1 1 1 0 0 9000
140 93.04982229333923 95.60388875657704 0 53 1 1 1 0 0 9000
141 -135.0964027464898 58.58317335668537 0 46 1 1 1 0 0 9000
142 66.69281499974315 -72.88426218783205 0 14 1 1 1 0 0 9000
143 -14.290808384808152 15.551267328896941 0 21 1 1 1 0 0 9000
144 149.53826742573764 -15.40567443675772 0 52 1 1 1 0 0 9000
145 -57.97911627839891 -103.60243986627205 0 74 1 1 1 0 0 9000
146 107.6036477948434 105.1179301290841 0 8 1 1 1 0 0 9000
147 -99.81065574520792 -93.78012470770025 0 84 1 1 1 0 0 9000
148 -19.728416944508965 79.15314384050312 0 86 1 1 1 0 0 9000
149 130.94388505267574 57.212878781902056 0 25 1 1 1 0 0 9000
150 56.8989189573617 -124.64655788275591 0 48 1 1 1 0 0 9000
151 -68.99150615135363 -74.99939492822884 0 64 1 1 1 0 0 9000
152 -113.94884767311109 -22.492711516230365 0 15 1 1 1 0 0 9000
153 6.044955656900255 -126.2153657829177 0 64 1 1 1 0 0 9000
154 -121.08433412766027 80.22225393195467 0 93 1 1 1 0 0 9000
155 -125.93623646653042 -76.62060769703815 0 58 1 1 1 0 0 9000
156 109.6869016334528 -102.4777859328768 0 93 1 1 1 0 0 9000
157 -62.34705981722221 -23.200203432138437 0 84 1 1 1 0 0 9000
158 -55.53350564724146 -121.26369869437994 0 69 1 1 1 0 0 9000
159 -35.77703996120536 -110.4659531356498 0 88 1 1 1 0 0 9000
160 -5.596060786764912 137.21496492650644 0 50 1 1 1 0 0 9000
161 106.48915829918563 28.104681935607193 0 75 1 1 1 0 0 9000
162 59.476063829152736 138.22085743602852 0 19 1 1 1 0 0 9000
163 74.40988016159017 -111.05347654854516 0 4 1 1 1 0 0 9000
164 113.06290396664164 -32.46308752341522 0 15 1 1 1 0 0 9000
165 -44.052501671205064 45.36136301840608 0 96 1 1 1 0 0 9000
166 32.984588423776145 -71.29259225311351 0 2 1 1 1 0 0 9000
167 101.87087146842994 -100.82670621253149 0 9 1 1 1 0 0 9000
168 72.59211849784026 -99.79084790130575 0 16 1 1 1 0 0 9000
169 -83.97711886151771 -3.8789623266912527 0 70 1 1 1 0 0 9000
170 53.003389375826785 139.19921039144424 0 39 1 1 1 0 0 9000
171 -60.969536975386625 137.3548293375665 0 86 1 1 1 0 0 9000
172 -80.78467051844353 48.88310210224416 0 94 1 1 1 0 0 9000
173 61.17281664490329 -88.62612417358237 0 80 1 1 1 0 0 9000
174 102.35923250905157 94.48268754562781 0 62 1 1 1 0 0 9000
175 84.10546602912007 -115.31936765242628 0 92 1 1 1 0 0 9000
176 -61.100156965745526 45.652852475311754 0 94 1 1 1 0 0 9000
177 126.30871979484158 -2.361694410206504 0 22 1 1 1 0 0 9000
178 147.30143721597565 -28.229058692676844 0 94 1 1 1 0 0 9000
179 77.71748485111547 46.935685759962546 0 81 1 1 1 0 0 9000
180 59.7441653430029 17.75337825321719 0 55 1 1 1 0 0 9000
181 -53.26978554732106 -131.71073155362436 0 12 1 1 1 0 0 9000
182 -3.536647946902771 109.80600873192999 0 59 1 1 1 0 0 9000
183 18.35100550440495 -149.0954176844886 0 64 1 1 1 0 0 9000
184 -135.02463494057582 38.92085329973894 0 6 1 1 1 0 0 9000
185 -35.561903875575304 145.94273092073743 0 70 1 1 1 0 0 9000
186 -118.84209330687429 -82.47865829146231 0 22 1 1 1 0 0 9000
187 62.2606820761864 -29.09676777783829 0 42 1 1 1 0 0 9000
188 3.773551890702 1.6334224847162833 0 91 1 1 1 0 0 9000
189 4.288384832988377 -4.468892012127409 0 2 1 1 1 0 0 9000
190 -111.49090695259723 -78.13436418119537 0 92 1 1 1 0 0 9000
191 123.25752635405517 -55.90696349519008 0 75 1 1 1 0 0 9000
192 -52.59131623377863 -77.58175950843086 0 56 1 1 1 0 0 9000
193 37.48267246327443 48.828500172980895 0 46 1 1 1 0 0 9000
194 70.20072617121045 6.94365154282255 0 50 1 1 1 0 0 9000
195 -61.45519216307885 10.385071143657898 0 88 1 1 1 0 0 9000
196 11.256616917786426 60.79755469757718 0 93 1 1 1 0 0 9000
197 78.44758664445862 127.97886854799243 0 60 1 1 1 0 0 9000
198 -93.36855810169008 93.84752219484572 0 12 1 1 1 0 0 9000
199 -82.22348453825461 -82.74646658102337 0 70 1 1 1 0 0 9000
200 106.28970132719805 -92.4802007644868 0 46 1 1 1 0 0 9000
201 4.569886924435199 137.80093066623027 0 70 1 1 1 0 0 9000
202 -4.130576809751468 2.027527316655825 0 66 1 1 1 0 0 9000
203 83.45855629731595 89.48972697453141 0 71 1 1 1 0 0 9000
204 -96.94769998692036 -114.21717070088383 0 36 1 1 1 0 0 9000
205 -4.6557696291962944 -6.088268386308824 0 14 1 1 1 0 0 9000
206 60.07476295490049 -101.44203310921223 0 97 1 1 1 0 0 9000
207 -76.88483847517165 118.59598320700039 0 30 1 1 1 0 0 9000
208 42.18427900855057 136.07039873017445 0 81 1 1 1 0 0 9000
209 57.980895681797875 122.2531553882598 0 1 1 1 1 0 0 9000
210 -75.21684312443138 -31.86579660184798 0 81 1 1 1 0 0 9000
211 -12.240929668292699 149.99317991442976 0 63 1 1 1 0 0 9000
212 -2.4664785769703252 -7.2681810880416355 0 54 1 1 1 0 0 9000
213 -104.3621742024759 43.524615691366286 0 27 1 1 1 0 0 9000
214 -145.43364177261577 33.627351236481786 0 12 1 1 1 0 0 9000
215 1.4890035700600548 7.392713851375105 0 57 1 1 1 0 0 9000
216 100.87558935136718 104.88719991359615 0 57 1 1 1 0 0 9000
217 135.54104886409164 64.37407340021207 0 97 1 1 1 0 0 9000
218 -4.894297565469691 -148.61751800099265 0 66 1 1 1 0 0 9000
219 122.69834990537339 -86.08911853111947 0 85 1 1 1 0 0 9000
220 -73.01154527342787 128.98823038637516 0 7 1 1 1 0 0 9000
221 66.82196606392682 134.2879369546076 0 39 1 1 1 0 0 9000
222 58.9438212421751 73.53673146540962 0 68 1 1 1 0 0 9000
223 14.30814375538671 -15.53847741769384 0 40 1 1 1 0 0 9000
224 105.88468134954721 -67.66589940822635 0 39 1 1 1 0 0 9000
225 19.19822965619688 8.810781947672956 0 14 1 1 1 0 0 9000
226 10.36390065727669 18.411127349172254 0 72 1 1 1 0 0 9000
227 77.62430271857833 -128.65911897319947 0 84 1 1 1 0 0 9000
228 30.973430809059426 130.00287987952538 0 88 1 1 1 0 0 9000
229 -32.34763681781166 91.94351195859002 0 90 1 1 1 0 0 9000
230 -92.23875965076375 -30.086513005100986 0 69 1 1 1 0 0 9000
231 -105.32447797191836 -31.900821020512332 0 65 1 1 1 0 0 9000
232 -55.13912638659045 71.44901718654296 0 53 1 1 1 0 0 9000
233 -115.1020005752227 95.87859378777468 0 93 1 1 1 0 0 9000
234 89.36046972534912 -120.78012560672377 0 57 1 1 1 0 0 9000
235 38.38226647664218 -144.97155720260554 0 28 1 1 1 0 0 9000
236 -141.45622523622592 52.784248416364385 0 47 1 1 1 0 0 9000
237 29.969617290389618 118.27667686960751 0 13 1 1 1 0 0 9000
238 53.316688790839606 -69.13981611274828 0 25 1 1 1 0 0 9000
239 -38.98429476985844 113.58426658164211 0 18 1 1 1 0 0 9000
240 -101.74290649094195 -72.94694860626478 0 19 1 1 1 0 0 9000
241 -96.85410882954466 -83.82813887453064 0 52 1 1 1 0 0 9000
242 -61.74079143406075 -9.613480240391972 0 73 1 1 1 0 0 9000
243 19.261979864384735 115.17968059325408 0 6 1 1 1 0 0 9000
244 -72.98885716274175 37.79625264232174 0 17 1 1 1 0 0 9000
245 -61.63539690192953 24.94092838611276 0 3 1 1 1 0 0 9000
246 65.31217307320358 -129.66920505986442 0 73 1 1 1 0 0 9000
247 -130.13227905630916 -61.61104848477435 0 87 1 1 1 0 0 9000
248 -2.5834829583033168 70.36949293771514 0 36 1 1 1 0 0 9000
249 -119.3718324922963 55.791300446304795 0 71 1 1 1 0 0 9000
250 15.115750407844384 -62.64609056113317 0 71 1 1 1 0 0 9000
251 -103.92171483654575 101.7602566526892 0 99 1 1 1 0 0 9000
252 -60.503093233952455 -88.0166585410325 0 33 1 1 1 0 0 9000
253 23.152688691205626 138.1428216024528 0 18 1 1 1 0 0 9000
254 85.21483562444601 -104.5836397790721 0 93 1 1 1 0 0 9000
255 6.778629020998947 3.2205129373042314 0 84 1 1 1 0 0 9000
256 -128.61526797933416 78.04845768275771 0 81 1 1 1 0 0 9000
257 -144.5848565049692 39.70646562229332 0 2 1 1 1 0 0 9000
258 -124.32333328324876 71.62310324581823 0 70 1 1 1 0 0 9000
259 -66.1350937591089 98.29835557559106 0 35 1 1 1 0 0 9000
260 -38.752554402279706 -139.55875492910084 0 24 1 1 1 0 0 9000
261 -77.86521079940422 -115.4757487059762 0 8 1 1 1 0 0 9000
262 -136.2234293424667 64.31371822416948 0 54 1 1 1 0 0 9000
263 131.809226864703 -51.11515051412401 0 39 1 1 1 0 0 9000
264 122.09777615128309 86.95411328246605 0 82 1 1 1 0 0 9000
265 -115.45092068403511 0.9790132086687345 0 6 1 1 1 0 0 9000
266 -0.25829632725193213 -7.0563624883839395 0 22 1 1 1 0 0 9000
267 -85.04410826953395 112.25413937488759 0 54 1 1 1 0 0 9000
268 128.9228782917013 40.57568610344235 0 78 1 1 1 0 0 9000
269 83.80937962049269 62.64830520745651 0 36 1 1 1 0 0 9000
270 18.7756866257347 -117.12339274057994 0 73 1 1 1 0 0 9000
271 -65.87384065662687 -62.10062045872277 0 27 1 1 1 0 0 9000
272 -62.4661875450897 130.86519521659048 0 35 1 1 1 0 0 9000
273 93.84543994467593 50.54141013762741 0 12 1 1 1 0 0 9000
274 117.81590279100367 -68.6713945087209 0 20 1 1 1 0 0 9000
275 95.98755327615362 -74.78108578614848 0 21 1 1 1 0 0 9000
276 -68.90470027047404 133.7357569195985 0 20 1 1 1 0 0 9000
277 -48.25307647463314 131.67330560113217 0 34 1 1 1 0 0 9000
278 -11.555518691928405 89.89361716596727 0 74 1 1 1 0 0 9000
279 -34.74660179956437 -55.588987327377055 0 48 1 1 1 0 0 9000
280 117.20812195597223 -44.77015280287814 0 75 1 1 1 0 0 9000
281 -132.39664357217205 70.98160971208054 0 12 1 1 1 0 0 9000
282 68.22032530897897 90.12160728247196 0 22 1 1 1 0 0 9000
283 35.794849727495404 59.65765753754942 0 18 1 1 1 0 0 9000
284 -150.12510411390005 -0.5966039059721718 0 64 1 1 1 0 0 9000
285 -3.5010260988395547 -1.100038399854633 0 67 1 1 1 0 0 9000
286 142.31317672294347 23.02618608168363 0 72 1 1 1 0 0 9000
287 115.45559483512083 96.14699065815236 0 78 1 1 1 0 0 9000
288 138.75470840140673 57.932350205077455 0 4 1 1 1 0 0 9000
289 -90.72582419257613 63.514644296842434 0 94 1 1 1 0 0 9000
290 118.52189911249287 20.0706572019388 0 83 1 1 1 0 0 9000
291 -112.65697098225311 -66.41306929222944 0 21 1 1 1 0 0 9000
292 63.49255262475703 -136.0482930481727 0 19 1 1 1 0 0 9000
293 74.78197604100107 -122.33472467517844 0 12 1 1 1 0 0 9000
294 -49.24983923086887 140.97829264977625 0 10 1 1 1 0 0 9000
295 87.29019766866988 -81.19574268426165 0 61 1 1 1 0 0 9000
296 119.29450574366179 33.30832974265882 0 47 1 1 1 0 0 9000
297 -22.10956665300989 65.50244507880252 0 27 1 1 1 0 0 9000
298 87.06814060650062 8.095539194372835 0 80 1 1 1 0 0 9000
299 6.903096366730317 120.87253607905194 0 34 1 1 1 0 0 9000
300 -89.97963702979689 -42.40042806559432 0 7 1 1 1 0 0 9000
301 -75.01100661246305 106.74833873858225 0 73 1 1 1 0 0 9000
302 -54.675493719237636 -32.85533412345154 0 25 1 1 1 0 0 9000
303 -108.8918561181772 -11.393059323618226 0 9 1 1 1 0 0 9000
304 141.60735443324825 -46.52445942878422 0 67 1 1 1 0 0 9000
305 108.42481385516344 9.98220738555836 0 29 1 1 1 0 0 9000
306 -89.49995187226857 120.3446402932178 0 89 1 1 1 0 0 9000
307 14.45622310391286 148.90700751014003 0 77 1 1 1 0 0 9000
308 144.67496088892435 3.213446640314968 0 31 1 1 1 0 0 9000
309 -30.52219874930839 137.25357877877323 0 86 1 1 1 0 0 9000
310 -134.29990141630287 -67.33432900779721 0 98 1 1 1 0 0 9000
311 33.55090089693594 -100.60448957497009 0 98 1 1 1 0 0 9000
312 -0.34131561710450625 -62.40707313673557 0 10 1 1 1 0 0 9000
313 138.20981093643468 -4.286990861835089 0 19 1 1 1 0 0 9000
314 -24.40709343264981 130.10371180079912 0 66 1 1 1 0 0 9000
315 -148.89081156254542 -15.236494285783166 0 39 1 1 1 0 0 9000
316 23.694069237600175 64.44832385425109 0 84 1 1 1 0 0 9000
317 -97.97038621858488 -61.623661757843564 0 12 1 1 1 0 0 9000
318 -123.19592551567006 -13.737649672404892 0 54 1 1 1 0 0 9000
319 -91.41282756336211 -119.34754511110387 0 46 1 1 1 0 0 9000
320 20.981889862455475 2.4524900945594665 0 82 1 1 1 0 0 9000
321 -37.70416362084871 -72.03663727340344 0 13 1 1 1 0 0 9000
322 20.98939214396976 -129.13200479989658 0 50 1 1 1 0 0 9000
323 -123.67442293207029 85.81404331946538 0 29 1 1 1 0 0 9000
324 90.70926538974231 -62.15785910010221 0 84 1 1 1 0 0 9000
325 -100.24669440411935 20.159562326259906 0 35 1 1 1 0 0 9000
326 75.16402676449246 110.83334913289619 0 27 1 1 1 0 0 9000
327 37.52833372873603 97.03289836171176 0 60 1 1 1 0 0 9000
328 2.8771949660963547 148.0593705919283 0 66 1 1 1 0 0 9000
329 -54.173946357064956 -49.97083280571148 0 79 1 1 1 0 0 9000
330 13.19859164403485 74.60526908383757 0 86 1 1 1 0 0 9000
331 77.6396431098237 100.32333798165816 0 66 1 1 1 0 0 9000
332 100.99008679341212 111.79454057566589 0 79 1 1 1 0 0 9000
333 105.83631826931418 -80.52040723718522 0 10 1 1 1 0 0 9000
334 -111.31451424997348 -98.29049403923477 0 98 1 1 1 0 0 9000
335 40.755568882872346 144.43228966923635 0 61 1 1 1 0 0 9000
336 144.00932480944104 -11.121476374327269 0 79 1 1 1 0 0 9000
337 99.8317590519072 -52.83130007803675 0 87 1 1 1 0 0 9000
338 33.19228056577968 139.8713208561216 0 61 1 1 1 0 0 9000
339 87.91782501678512 -45.7192388271522 0 66 1 1 1 0 0 9000
340 -0.7679220980747223 7.4216661216621755 0 14 1 1 1 0 0 9000
341 52.839826105128 -134.14403727905477 0 86 1 1 1 0 0 9000
342 -1.8588937631801827 -137.09874217288464 0 25 1 1 1 0 0 9000
343 105.02261628671083 40.64768138115204 0 98 1 1 1 0 0 9000
344 4.067872216597769 -6.6086826892212 0 94 1 1 1 0 0 9000
345 -54.89904322365887 138.74179277466476 0 78 1 1 1 0 0 9000
346 0.09476144852844338 0.3178936535034917 0 36 1 1 1 0 0 9000
347 -146.7717426601653 -29.75144258900259 0 52 1 1 1 0 0 9000
348 -1.930849177701061 126.24832195183967 0 27 1 1 1 0 0 9000
349 -5.646990808476011 -4.141060771983693 0 57 1 1 1 0 0 9000
350 2.9141214691860715 97.10364843490318 0 64 1 1 1 0 0 9000
351 -47.44519251307465 -94.86130205644834 0 41 1 1 1 0 0 9000
352 -127.5746604272326 63.45115050383091 0 68 1 1 1 0 0 9000
353 -47.69378270032908 94.8677067758583 0 22 1 1 1 0 0 9000
354 3.7575722429101135 6.591794142711936 0 48 1 1 1 0 0 9000
355 -134.37143231033764 -40.06446039053451 0 52 1 1 1 0 0 9000
356 -104.2987873658204 108.31236339440865 0 14 1 1 1 0 0 9000
357 -7.38171608971533 1.726550578331499 0 13 1 1 1 0 0 9000
358 49.74197049920127 -141.22542139313396 0 73 1 1 1 0 0 9000
359 -93.54110506472593 115.62075811427113 0 66 1 1 1 0 0 9000
360 107.78554266287277 86.97636341843565 0 74 1 1 1 0 0 9000
361 70.18980762238168 61.33515249979464 0 83 1 1 1 0 0 9000
362 43.974543497014004 -142.41170467680138 0 40 1 1 1 0 0 9000
363 118.9012566549472 -22.58637787436004 0 51 1 1 1 0 0 9000
364 -81.14601459690552 -62.082901401464554 0 93 1 1 1 0 0 9000
365 15.53925507304326 14.309692788915784 0 40 1 1 1 0 0 9000
366 -138.57036834434777 2.9353539016011583 0 41 1 1 1 0 0 9000
367 33.69607186479891 83.63106254795615 0 27 1 1 1 0 0 9000
368 -10.370737915483499 -18.404290963645572 0 39 1 1 1 0 0 9000
369 -23.497811843111666 -144.63486723365872 0 32 1 1 1 0 0 9000
370 44.56642246003459 -112.3906383566465 0 67 1 1 1 0 0 9000
371 55.13672979938991 31.860541600499165 0 11 1 1 1 0 0 9000
372 -20.986369536252564 -2.439851434270224 0 47 1 1 1 0 0 9000
373 117.23622737138876 90.46518336770463 0 70 1 1 1 0 0 9000
374 125.97429516805028 81.67242606743996 0 92 1 1 1 0 0 9000
375 39.14255350763447 109.91821218615829 0 78 1 1 1 0 0 9000
376 144.03004673454726 -40.96710676905479 0 21 1 1 1 0 0 9000
377 -19.233201721369007 -120.35446361165118 0 94 1 1 1 0 0 9000
378 24.39120244334181 100.05309757661036 0 76 1 1 1 0 0 9000
379 -96.16699763671276 32.43689120861274 0 84 1 1 1 0 0 9000
380 -1.4724077775793958 3.9707136055619805 0 17 1 1 1 0 0 9000
381 8.515802094769496 149.45788467102665 0 33 1 1 1 0 0 9000
382 -108.72923596574077 -104.1515734768023 0 7 1 1 1 0 0 9000
383 -148.7236040401591 -22.949502048764867 0 1 1 1 1 0 0 9000
384 139.10728342643284 -28.631767777290072 0 49 1 1 1 0 0 9000
385 145.67201200624461 -34.811932282466415 0 22 1 1 1 0 0 9000
386 -124.0135593729509 36.05710692717197 0 95 1 1 1 0 0 9000
